Gene ID	Gene Type
ENSG00000287280.1	lncRNA
ENSG00000166206.15	protein_coding
ENSG00000278840.1	lncRNA
ENSG00000235518.2	lncRNA
ENSG00000186297.12	protein_coding
ENSG00000182256.13	protein_coding
ENSG00000228740.3	lncRNA
ENSG00000261426.1	lncRNA
ENSG00000258970.1	lncRNA
ENSG00000259152.1	lncRNA
ENSG00000259168.1	lncRNA
ENSG00000258594.1	lncRNA
ENSG00000287922.1	lncRNA
ENSG00000258853.1	lncRNA
ENSG00000104044.16	protein_coding
ENSG00000232394.1	lncRNA
ENSG00000128731.17	protein_coding
ENSG00000153684.15	protein_coding
ENSG00000276891.1	misc_RNA
ENSG00000266039.1	miRNA
ENSG00000263964.1	miRNA
ENSG00000183629.13	protein_coding
ENSG00000276955.1	misc_RNA
ENSG00000188626.6	protein_coding
ENSG00000274632.1	misc_RNA
ENSG00000261480.1	lncRNA
ENSG00000261649.6	protein_coding
ENSG00000287894.1	lncRNA
ENSG00000034053.14	protein_coding
ENSG00000259277.1	lncRNA
ENSG00000104059.4	protein_coding
ENSG00000252868.1	snoRNA
ENSG00000185115.5	protein_coding
ENSG00000259690.1	lncRNA
ENSG00000259814.1	lncRNA
ENSG00000287334.1	lncRNA
ENSG00000256802.2	lncRNA
ENSG00000104067.16	protein_coding
ENSG00000259644.1	lncRNA
ENSG00000259523.1	lncRNA
ENSG00000259647.1	lncRNA
ENSG00000179938.12	protein_coding
ENSG00000273818.1	misc_RNA
ENSG00000207432.1	snoRNA
ENSG00000261247.1	protein_coding
ENSG00000277637.1	misc_RNA
ENSG00000259906.1	lncRNA
ENSG00000225930.4	lncRNA
ENSG00000206972.1	snRNA
ENSG00000279417.1	TEC
ENSG00000238783.1	misc_RNA
ENSG00000166664.13	protein_coding
ENSG00000238519.1	snoRNA
ENSG00000186399.10	protein_coding
ENSG00000274424.1	misc_RNA
ENSG00000270055.1	lncRNA
ENSG00000260693.1	lncRNA
ENSG00000178115.11	protein_coding
ENSG00000277031.1	misc_RNA
ENSG00000207430.1	snoRNA
ENSG00000261794.1	protein_coding
ENSG00000270016.1	lncRNA
ENSG00000277467.1	misc_RNA
ENSG00000269930.1	lncRNA
ENSG00000247728.2	lncRNA
ENSG00000285077.2	protein_coding
ENSG00000284906.1	protein_coding
ENSG00000187951.11	lncRNA
ENSG00000206846.1	misc_RNA
ENSG00000278696.1	misc_RNA
ENSG00000198690.10	protein_coding
ENSG00000166912.17	protein_coding
ENSG00000212526.1	snRNA
ENSG00000259720.2	lncRNA
ENSG00000134160.13	protein_coding
ENSG00000207702.1	miRNA
ENSG00000259448.3	lncRNA
ENSG00000259772.6	lncRNA
ENSG00000169926.11	protein_coding
ENSG00000169918.9	protein_coding
ENSG00000175344.17	protein_coding
ENSG00000206849.1	snoRNA
ENSG00000201084.1	misc_RNA
ENSG00000279912.1	TEC
ENSG00000207257.1	snRNA
ENSG00000260642.1	lncRNA
ENSG00000249931.4	protein_coding
ENSG00000275776.1	misc_RNA
ENSG00000215304.3	lncRNA
ENSG00000206987.1	snoRNA
ENSG00000206127.10	protein_coding
ENSG00000274076.1	misc_RNA
ENSG00000261064.1	lncRNA
ENSG00000276724.1	lncRNA
ENSG00000262728.6	lncRNA
ENSG00000232653.8	protein_coding
ENSG00000277464.1	misc_RNA
ENSG00000244952.2	lncRNA
ENSG00000198826.11	protein_coding
ENSG00000285948.1	lncRNA
ENSG00000166922.8	protein_coding
ENSG00000241818.1	lncRNA
ENSG00000259721.1	lncRNA
ENSG00000166923.12	protein_coding
ENSG00000248905.8	protein_coding
ENSG00000212415.1	snoRNA
ENSG00000279958.1	TEC
ENSG00000259446.6	lncRNA
ENSG00000198838.13	protein_coding
ENSG00000200008.1	misc_RNA
ENSG00000276702.1	lncRNA
ENSG00000259408.2	lncRNA
ENSG00000259287.2	lncRNA
ENSG00000169857.8	protein_coding
ENSG00000184984.9	protein_coding
ENSG00000278472.1	lncRNA
ENSG00000287840.1	lncRNA
ENSG00000134153.10	protein_coding
ENSG00000182405.6	protein_coding
ENSG00000134152.11	protein_coding
ENSG00000128463.13	protein_coding
ENSG00000140199.11	protein_coding
ENSG00000259468.1	lncRNA
ENSG00000207091.1	misc_RNA
ENSG00000182117.5	protein_coding
ENSG00000184507.15	protein_coding
ENSG00000176454.14	protein_coding
ENSG00000175265.17	protein_coding
ENSG00000221649.1	miRNA
ENSG00000279092.1	TEC
ENSG00000215252.11	protein_coding
ENSG00000221065.1	miRNA
ENSG00000252425.1	snoRNA
ENSG00000261304.2	lncRNA
ENSG00000287973.1	lncRNA
ENSG00000159248.5	protein_coding
ENSG00000250007.7	lncRNA
ENSG00000159251.7	protein_coding
ENSG00000021776.11	protein_coding
ENSG00000198146.4	protein_coding
ENSG00000279364.1	TEC
ENSG00000259181.1	lncRNA
ENSG00000280396.1	TEC
ENSG00000259587.3	lncRNA
ENSG00000255192.5	protein_coding
ENSG00000259336.1	lncRNA
ENSG00000134146.12	protein_coding
ENSG00000265102.1	miRNA
ENSG00000248079.3	lncRNA
ENSG00000259245.2	lncRNA
ENSG00000265098.3	miRNA
ENSG00000259639.6	lncRNA
ENSG00000259395.1	lncRNA
ENSG00000259737.7	lncRNA
ENSG00000186073.14	protein_coding
ENSG00000261191.1	lncRNA
ENSG00000212511.2	snoRNA
ENSG00000259280.1	lncRNA
ENSG00000134138.20	protein_coding
ENSG00000277202.1	miRNA
ENSG00000206676.1	misc_RNA
ENSG00000259460.1	lncRNA
ENSG00000274444.1	lncRNA
ENSG00000274216.1	misc_RNA
ENSG00000259434.2	lncRNA
ENSG00000166069.13	protein_coding
ENSG00000259225.7	lncRNA
ENSG00000236914.4	lncRNA
ENSG00000259380.6	lncRNA
ENSG00000166068.13	protein_coding
ENSG00000171262.11	protein_coding
ENSG00000172575.12	protein_coding
ENSG00000286786.1	lncRNA
ENSG00000259326.1	lncRNA
ENSG00000259598.1	lncRNA
ENSG00000175779.3	protein_coding
ENSG00000259731.2	lncRNA
ENSG00000274281.1	lncRNA
ENSG00000259345.7	lncRNA
ENSG00000259278.2	lncRNA
ENSG00000259423.3	lncRNA
ENSG00000175746.6	lncRNA
ENSG00000259447.1	lncRNA
ENSG00000259269.2	lncRNA
ENSG00000259390.4	lncRNA
ENSG00000137801.10	protein_coding
ENSG00000276107.1	lncRNA
ENSG00000150667.8	protein_coding
ENSG00000278621.1	lncRNA
ENSG00000259580.1	lncRNA
ENSG00000261136.1	lncRNA
ENSG00000166073.10	protein_coding
ENSG00000259432.1	lncRNA
ENSG00000246863.2	lncRNA
ENSG00000200305.1	misc_RNA
ENSG00000128829.12	protein_coding
ENSG00000140319.10	protein_coding
ENSG00000248508.8	lncRNA
ENSG00000259584.1	lncRNA
ENSG00000275636.1	lncRNA
ENSG00000104081.14	protein_coding
ENSG00000259409.1	lncRNA
ENSG00000156970.12	protein_coding
ENSG00000137843.12	protein_coding
ENSG00000259288.7	protein_coding
ENSG00000273786.1	lncRNA
ENSG00000260648.3	lncRNA
ENSG00000279537.1	TEC
ENSG00000176753.5	lncRNA
ENSG00000279409.1	TEC
ENSG00000137841.12	protein_coding
ENSG00000230778.1	protein_coding
ENSG00000273855.1	lncRNA
ENSG00000259307.1	lncRNA
ENSG00000259198.1	lncRNA
ENSG00000259330.2	protein_coding
ENSG00000188549.12	protein_coding
ENSG00000233041.8	protein_coding
ENSG00000140323.6	protein_coding
ENSG00000259368.1	lncRNA
ENSG00000128944.13	protein_coding
ENSG00000128928.9	protein_coding
ENSG00000140320.12	protein_coding
ENSG00000259364.1	lncRNA
ENSG00000259211.1	lncRNA
ENSG00000169105.7	protein_coding
ENSG00000259536.5	lncRNA
ENSG00000128891.15	protein_coding
ENSG00000223313.1	snRNA
ENSG00000166133.18	protein_coding
ENSG00000203573.4	misc_RNA
ENSG00000137812.19	protein_coding
ENSG00000265814.2	misc_RNA
ENSG00000259254.1	lncRNA
ENSG00000245849.8	lncRNA
ENSG00000051180.17	protein_coding
ENSG00000137824.16	protein_coding
ENSG00000137880.6	protein_coding
ENSG00000104129.10	protein_coding
ENSG00000188277.9	protein_coding
ENSG00000166140.17	protein_coding
ENSG00000166143.9	protein_coding
ENSG00000261183.5	lncRNA
ENSG00000166145.14	protein_coding
ENSG00000104140.7	protein_coding
ENSG00000274798.1	lncRNA
ENSG00000104142.11	protein_coding
ENSG00000251161.4	lncRNA
ENSG00000128917.8	protein_coding
ENSG00000128965.13	protein_coding
ENSG00000128908.17	protein_coding
ENSG00000259617.1	lncRNA
ENSG00000259463.1	lncRNA
ENSG00000259521.1	lncRNA
ENSG00000280036.1	lncRNA
ENSG00000178997.11	protein_coding
ENSG00000240847.3	misc_RNA
ENSG00000187446.12	protein_coding
ENSG00000247556.6	lncRNA
ENSG00000285920.2	protein_coding
ENSG00000104147.9	protein_coding
ENSG00000137804.14	protein_coding
ENSG00000259396.1	lncRNA
ENSG00000137806.9	protein_coding
ENSG00000137815.14	protein_coding
ENSG00000200407.1	snRNA
ENSG00000137825.11	protein_coding
ENSG00000062524.16	protein_coding
ENSG00000103932.12	protein_coding
ENSG00000092445.12	protein_coding
ENSG00000260926.3	lncRNA
ENSG00000174197.16	protein_coding
ENSG00000207766.1	miRNA
ENSG00000260814.2	lncRNA
ENSG00000137802.14	protein_coding
ENSG00000250379.1	lncRNA
ENSG00000243789.11	protein_coding
ENSG00000168970.22	protein_coding
ENSG00000243708.10	protein_coding
ENSG00000137877.10	protein_coding
ENSG00000264850.1	miRNA
ENSG00000174171.6	lncRNA
ENSG00000103966.11	protein_coding
ENSG00000278493.1	lncRNA
ENSG00000259883.2	lncRNA
ENSG00000246740.2	lncRNA
ENSG00000188089.13	protein_coding
ENSG00000257797.1	lncRNA
ENSG00000159337.6	protein_coding
ENSG00000168907.13	protein_coding
ENSG00000166887.15	protein_coding
ENSG00000207712.1	miRNA
ENSG00000261002.5	lncRNA
ENSG00000103978.15	protein_coding
ENSG00000214013.9	protein_coding
ENSG00000258461.5	protein_coding
ENSG00000092529.24	protein_coding
ENSG00000103994.17	protein_coding
ENSG00000201077.1	snRNA
ENSG00000092531.10	protein_coding
ENSG00000261684.2	lncRNA
ENSG00000285942.1	protein_coding
ENSG00000180979.10	protein_coding
ENSG00000137814.11	protein_coding
ENSG00000261822.1	lncRNA
ENSG00000159433.12	protein_coding
ENSG00000140326.13	protein_coding
ENSG00000278769.1	lncRNA
ENSG00000274403.1	lncRNA
ENSG00000128881.17	protein_coding
ENSG00000246283.2	lncRNA
ENSG00000286877.1	lncRNA
ENSG00000159459.12	protein_coding
ENSG00000285080.1	lncRNA
ENSG00000137842.7	protein_coding
ENSG00000285117.1	lncRNA
ENSG00000261687.1	lncRNA
ENSG00000166946.14	protein_coding
ENSG00000166947.14	protein_coding
ENSG00000104055.15	protein_coding
ENSG00000202211.1	misc_RNA
ENSG00000159495.7	protein_coding
ENSG00000260406.1	lncRNA
ENSG00000168806.7	protein_coding
ENSG00000168803.15	protein_coding
ENSG00000140265.12	protein_coding
ENSG00000137822.12	protein_coding
ENSG00000243871.3	misc_RNA
ENSG00000067369.13	protein_coding
ENSG00000166963.13	protein_coding
ENSG00000168781.22	protein_coding
ENSG00000237289.9	protein_coding
ENSG00000242866.10	protein_coding
ENSG00000222398.1	snRNA
ENSG00000284772.1	protein_coding
ENSG00000166762.18	protein_coding
ENSG00000206991.1	snRNA
ENSG00000275601.1	lncRNA
ENSG00000223572.9	protein_coding
ENSG00000201136.1	snRNA
ENSG00000206589.1	snRNA
ENSG00000167004.13	protein_coding
ENSG00000128886.12	protein_coding
ENSG00000262560.1	protein_coding
ENSG00000140264.19	protein_coding
ENSG00000221792.1	miRNA
ENSG00000184716.13	protein_coding
ENSG00000242028.6	protein_coding
ENSG00000140259.7	protein_coding
ENSG00000092470.12	protein_coding
ENSG00000200391.1	misc_RNA
ENSG00000171877.21	protein_coding
ENSG00000166734.20	protein_coding
ENSG00000259499.1	lncRNA
ENSG00000259595.1	lncRNA
ENSG00000137770.14	protein_coding
ENSG00000259563.1	lncRNA
ENSG00000179523.5	lncRNA
ENSG00000104131.13	protein_coding
ENSG00000259659.1	lncRNA
ENSG00000104133.15	protein_coding
ENSG00000229474.6	protein_coding
ENSG00000206957.2	misc_RNA
ENSG00000166710.20	protein_coding
ENSG00000185880.13	protein_coding
ENSG00000276121.1	lncRNA
ENSG00000259187.1	lncRNA
ENSG00000238845.1	misc_RNA
ENSG00000212424.1	snRNA
ENSG00000252117.1	snRNA
ENSG00000167014.11	protein_coding
ENSG00000252475.1	snRNA
ENSG00000252288.1	snRNA
ENSG00000212550.1	snRNA
ENSG00000140263.14	protein_coding
ENSG00000259418.1	lncRNA
ENSG00000252171.1	misc_RNA
ENSG00000259352.1	lncRNA
ENSG00000140279.12	protein_coding
ENSG00000140274.13	protein_coding
ENSG00000140254.12	protein_coding
ENSG00000137857.17	protein_coding
ENSG00000259539.1	lncRNA
ENSG00000138606.19	protein_coding
ENSG00000259519.1	lncRNA
ENSG00000259932.1	lncRNA
ENSG00000260035.1	lncRNA
ENSG00000279014.1	TEC
ENSG00000261709.3	snoRNA
ENSG00000259520.6	lncRNA
ENSG00000137860.12	protein_coding
ENSG00000285597.1	lncRNA
ENSG00000238941.1	snRNA
ENSG00000171766.16	protein_coding
ENSG00000275672.1	lncRNA
ENSG00000171763.19	protein_coding
ENSG00000166920.12	protein_coding
ENSG00000259342.1	lncRNA
ENSG00000284386.1	miRNA
ENSG00000259354.5	lncRNA
ENSG00000104154.7	protein_coding
ENSG00000207516.1	snoRNA
ENSG00000259681.1	lncRNA
ENSG00000275709.1	lncRNA
ENSG00000104164.10	protein_coding
ENSG00000260170.1	protein_coding
ENSG00000200419.1	misc_RNA
ENSG00000137767.14	protein_coding
ENSG00000273972.1	lncRNA
ENSG00000259200.2	lncRNA
ENSG00000287020.1	lncRNA
ENSG00000238819.1	snoRNA
ENSG00000285934.1	lncRNA
ENSG00000287704.1	lncRNA
ENSG00000238456.1	snRNA
ENSG00000259255.1	lncRNA
ENSG00000223308.1	misc_RNA
ENSG00000284540.1	TEC
ENSG00000137872.16	protein_coding
ENSG00000222343.1	misc_RNA
ENSG00000259554.1	lncRNA
ENSG00000259221.5	lncRNA
ENSG00000259360.1	lncRNA
ENSG00000259740.1	lncRNA
ENSG00000259588.1	lncRNA
ENSG00000259572.7	lncRNA
ENSG00000259754.2	lncRNA
ENSG00000259730.1	lncRNA
ENSG00000287439.1	lncRNA
ENSG00000188467.10	protein_coding
ENSG00000104177.18	protein_coding
ENSG00000233932.6	protein_coding
ENSG00000074803.19	protein_coding
ENSG00000259235.2	lncRNA
ENSG00000259385.1	lncRNA
ENSG00000259488.2	lncRNA
ENSG00000202542.1	misc_RNA
ENSG00000128951.14	protein_coding
ENSG00000166147.13	protein_coding
ENSG00000286947.1	lncRNA
ENSG00000274654.1	lncRNA
ENSG00000259705.1	lncRNA
ENSG00000273925.1	lncRNA
ENSG00000103995.14	protein_coding
ENSG00000259469.1	lncRNA
ENSG00000259670.1	lncRNA
ENSG00000259700.3	lncRNA
ENSG00000185634.12	protein_coding
ENSG00000255302.4	protein_coding
ENSG00000259602.1	lncRNA
ENSG00000138593.9	protein_coding
ENSG00000207105.1	misc_RNA
ENSG00000265942.2	misc_RNA
ENSG00000259656.1	lncRNA
ENSG00000166200.15	protein_coding
ENSG00000200120.1	misc_RNA
ENSG00000156958.15	protein_coding
ENSG00000264210.1	miRNA
ENSG00000243338.3	misc_RNA
ENSG00000166262.15	protein_coding
ENSG00000275580.1	lncRNA
ENSG00000276593.1	lncRNA
ENSG00000140285.10	protein_coding
ENSG00000104047.15	protein_coding
ENSG00000104043.14	protein_coding
ENSG00000259188.6	lncRNA
ENSG00000140284.11	protein_coding
ENSG00000200605.1	misc_RNA
ENSG00000140287.11	protein_coding
ENSG00000241175.3	misc_RNA
ENSG00000104064.17	protein_coding
ENSG00000271819.1	snRNA
ENSG00000285410.1	lncRNA
ENSG00000244879.8	lncRNA
ENSG00000259715.1	lncRNA
ENSG00000284284.1	miRNA
ENSG00000138592.14	protein_coding
ENSG00000259618.1	lncRNA
ENSG00000259298.1	lncRNA
ENSG00000170236.14	protein_coding
ENSG00000092439.16	protein_coding
ENSG00000259684.1	lncRNA
ENSG00000243027.3	misc_RNA
ENSG00000138600.10	protein_coding
ENSG00000279665.1	TEC
ENSG00000259773.1	lncRNA
ENSG00000273674.5	lncRNA
ENSG00000081014.11	protein_coding
ENSG00000259240.1	lncRNA
ENSG00000183578.7	protein_coding
ENSG00000259204.1	lncRNA
ENSG00000137869.14	protein_coding
ENSG00000266593.1	miRNA
ENSG00000259701.1	lncRNA
ENSG00000283614.1	miRNA
ENSG00000278098.1	miRNA
ENSG00000259306.2	lncRNA
ENSG00000186417.14	protein_coding
ENSG00000259194.1	lncRNA
ENSG00000259678.1	lncRNA
ENSG00000104093.13	protein_coding
ENSG00000259668.6	lncRNA
ENSG00000104112.9	protein_coding
ENSG00000259241.1	lncRNA
ENSG00000259296.1	lncRNA
ENSG00000140280.14	protein_coding
ENSG00000128872.10	protein_coding
ENSG00000259377.1	lncRNA
ENSG00000138594.14	protein_coding
ENSG00000274954.1	lncRNA
ENSG00000277677.1	misc_RNA
ENSG00000207484.1	misc_RNA
ENSG00000259201.1	lncRNA
ENSG00000272337.1	snRNA
ENSG00000259185.1	lncRNA
ENSG00000166477.13	protein_coding
ENSG00000069956.12	protein_coding
ENSG00000259438.1	lncRNA
ENSG00000274528.1	lncRNA
ENSG00000259398.1	lncRNA
ENSG00000259712.1	lncRNA
ENSG00000259178.1	lncRNA
ENSG00000137875.4	protein_coding
ENSG00000069966.18	protein_coding
ENSG00000259327.1	lncRNA
ENSG00000259709.1	lncRNA
ENSG00000206995.1	misc_RNA
ENSG00000259577.2	lncRNA
ENSG00000128833.13	protein_coding
ENSG00000221052.3	miRNA
ENSG00000197535.14	protein_coding
ENSG00000128989.10	protein_coding
ENSG00000260618.1	lncRNA
ENSG00000047346.12	protein_coding
ENSG00000259935.1	lncRNA
ENSG00000287500.1	lncRNA
ENSG00000169856.8	protein_coding
ENSG00000259203.2	lncRNA
ENSG00000259237.1	lncRNA
ENSG00000287596.1	lncRNA
ENSG00000166415.15	protein_coding
ENSG00000252066.1	snRNA
ENSG00000206641.1	snRNA
ENSG00000280362.1	TEC
ENSG00000259669.6	lncRNA
ENSG00000137766.17	protein_coding
ENSG00000260937.6	lncRNA
ENSG00000279145.2	lncRNA
ENSG00000137876.10	protein_coding
ENSG00000069974.16	protein_coding
ENSG00000276533.1	lncRNA
ENSG00000225973.4	protein_coding
ENSG00000069943.10	protein_coding
ENSG00000260916.7	protein_coding
ENSG00000274765.1	lncRNA
ENSG00000277548.1	lncRNA
ENSG00000261771.5	lncRNA
ENSG00000283891.1	miRNA
ENSG00000261652.2	protein_coding
ENSG00000256061.7	protein_coding
ENSG00000171016.12	protein_coding
ENSG00000285805.1	lncRNA
ENSG00000166450.13	protein_coding
ENSG00000259180.1	lncRNA
ENSG00000069869.16	protein_coding
ENSG00000239703.3	misc_RNA
ENSG00000181827.14	protein_coding
ENSG00000151575.14	protein_coding
ENSG00000275417.1	lncRNA
ENSG00000199784.1	snRNA
ENSG00000259941.1	lncRNA
ENSG00000261823.1	lncRNA
ENSG00000138587.6	protein_coding
ENSG00000277245.1	lncRNA
ENSG00000260392.6	lncRNA
ENSG00000137871.20	protein_coding
ENSG00000276696.1	misc_RNA
ENSG00000285253.1	protein_coding
ENSG00000274667.1	lncRNA
ENSG00000279683.1	TEC
ENSG00000285331.2	lncRNA
ENSG00000276524.1	lncRNA
ENSG00000275343.1	lncRNA
ENSG00000140262.17	protein_coding
ENSG00000239035.1	snoRNA
ENSG00000247982.6	lncRNA
ENSG00000260172.2	lncRNA
ENSG00000128849.10	protein_coding
ENSG00000252984.1	snRNA
ENSG00000261489.1	lncRNA
ENSG00000261265.1	lncRNA
ENSG00000276772.1	lncRNA
ENSG00000263155.6	protein_coding
ENSG00000137878.17	protein_coding
ENSG00000255529.9	protein_coding
ENSG00000261219.1	lncRNA
ENSG00000128918.15	protein_coding
ENSG00000274719.1	lncRNA
ENSG00000259285.1	lncRNA
ENSG00000103569.9	protein_coding
ENSG00000166035.11	protein_coding
ENSG00000259293.1	lncRNA
ENSG00000277229.1	lncRNA
ENSG00000277790.1	lncRNA
ENSG00000259476.1	lncRNA
ENSG00000259250.1	lncRNA
ENSG00000137845.15	protein_coding
ENSG00000199730.1	misc_RNA
ENSG00000286897.1	lncRNA
ENSG00000200318.2	snoRNA
ENSG00000245975.2	lncRNA
ENSG00000128923.11	protein_coding
ENSG00000259402.1	lncRNA
ENSG00000259353.1	lncRNA
ENSG00000157450.15	protein_coding
ENSG00000137776.17	protein_coding
ENSG00000225798.1	lncRNA
ENSG00000157456.8	protein_coding
ENSG00000277144.1	lncRNA
ENSG00000259732.1	lncRNA
ENSG00000157483.8	protein_coding
ENSG00000253030.1	miRNA
ENSG00000171989.5	protein_coding
ENSG00000200070.1	snRNA
ENSG00000259771.1	lncRNA
ENSG00000199512.1	snRNA
ENSG00000259735.1	lncRNA
ENSG00000157470.12	protein_coding
ENSG00000200252.1	misc_RNA
ENSG00000140297.13	protein_coding
ENSG00000140307.11	protein_coding
ENSG00000227161.1	lncRNA
ENSG00000140299.11	protein_coding
ENSG00000259238.1	lncRNA
ENSG00000286495.1	lncRNA
ENSG00000171956.7	protein_coding
ENSG00000259223.2	lncRNA
ENSG00000287915.1	lncRNA
ENSG00000182718.16	protein_coding
ENSG00000128915.12	protein_coding
ENSG00000245534.7	lncRNA
ENSG00000069667.16	protein_coding
ENSG00000259274.1	lncRNA
ENSG00000273958.1	lncRNA
ENSG00000286457.1	lncRNA
ENSG00000287508.1	lncRNA
ENSG00000277413.1	misc_RNA
ENSG00000259482.2	lncRNA
ENSG00000259591.2	lncRNA
ENSG00000273792.1	lncRNA
ENSG00000259481.1	lncRNA
ENSG00000259575.1	lncRNA
ENSG00000276473.1	lncRNA
ENSG00000259616.2	lncRNA
ENSG00000259530.1	lncRNA
ENSG00000259675.2	lncRNA
ENSG00000259284.2	lncRNA
ENSG00000259564.2	lncRNA
ENSG00000129003.18	protein_coding
ENSG00000285863.1	lncRNA
ENSG00000259251.2	lncRNA
ENSG00000198535.5	protein_coding
ENSG00000205502.4	protein_coding
ENSG00000259697.2	lncRNA
ENSG00000259878.1	lncRNA
ENSG00000276713.1	misc_RNA
ENSG00000261296.1	lncRNA
ENSG00000260957.1	lncRNA
ENSG00000277919.1	miRNA
ENSG00000275451.1	miRNA
ENSG00000274340.1	lncRNA
ENSG00000171914.16	protein_coding
ENSG00000259458.1	lncRNA
ENSG00000259756.1	lncRNA
ENSG00000211137.1	miRNA
ENSG00000259370.2	lncRNA
ENSG00000259727.1	lncRNA
ENSG00000140416.21	protein_coding
ENSG00000259498.1	lncRNA
ENSG00000259627.1	lncRNA
ENSG00000259672.3	lncRNA
ENSG00000103642.12	protein_coding
ENSG00000185088.14	protein_coding
ENSG00000166128.13	protein_coding
ENSG00000138613.14	protein_coding
ENSG00000074410.14	protein_coding
ENSG00000259459.6	lncRNA
ENSG00000259268.2	lncRNA
ENSG00000276651.1	lncRNA
ENSG00000140455.17	protein_coding
ENSG00000259248.7	lncRNA
ENSG00000197361.7	protein_coding
ENSG00000103657.14	protein_coding
ENSG00000259589.2	lncRNA
ENSG00000199156.1	miRNA
ENSG00000035664.11	protein_coding
ENSG00000259351.1	lncRNA
ENSG00000166797.11	protein_coding
ENSG00000028528.15	protein_coding
ENSG00000201071.1	misc_RNA
ENSG00000157734.14	protein_coding
ENSG00000166794.4	protein_coding
ENSG00000169118.18	protein_coding
ENSG00000259316.11	protein_coding
ENSG00000252774.1	snoRNA
ENSG00000166803.13	protein_coding
ENSG00000103671.9	protein_coding
ENSG00000206781.1	misc_RNA
ENSG00000180357.9	protein_coding
ENSG00000259682.1	lncRNA
ENSG00000207223.1	misc_RNA
ENSG00000207162.1	snRNA
ENSG00000180304.14	protein_coding
ENSG00000265967.1	lncRNA
ENSG00000264937.1	lncRNA
ENSG00000259635.1	lncRNA
ENSG00000166831.9	protein_coding
ENSG00000221033.1	miRNA
ENSG00000140451.13	protein_coding
ENSG00000241839.10	protein_coding
ENSG00000249240.2	protein_coding
ENSG00000287494.1	lncRNA
ENSG00000166839.17	protein_coding
ENSG00000275332.1	lncRNA
ENSG00000274383.1	lncRNA
ENSG00000090487.11	protein_coding
ENSG00000103707.10	protein_coding
ENSG00000186198.4	protein_coding
ENSG00000277351.1	lncRNA
ENSG00000103710.11	protein_coding
ENSG00000234438.4	protein_coding
ENSG00000278737.1	lncRNA
ENSG00000246922.8	protein_coding
ENSG00000090470.15	protein_coding
ENSG00000166855.9	protein_coding
ENSG00000138615.6	protein_coding
ENSG00000279268.1	TEC
ENSG00000201709.1	snRNA
ENSG00000138617.15	protein_coding
ENSG00000206903.1	snoRNA
ENSG00000199568.1	snRNA
ENSG00000200156.1	snRNA
ENSG00000174498.14	protein_coding
ENSG00000103742.12	protein_coding
ENSG00000074603.19	protein_coding
ENSG00000252217.1	misc_RNA
ENSG00000074696.13	protein_coding
ENSG00000207449.1	snRNA
ENSG00000138614.15	protein_coding
ENSG00000074621.14	protein_coding
ENSG00000275638.1	lncRNA
ENSG00000174485.15	protein_coding
ENSG00000238311.1	snoRNA
ENSG00000264737.1	miRNA
ENSG00000103769.10	protein_coding
ENSG00000261544.1	lncRNA
ENSG00000283249.1	snRNA
ENSG00000157890.17	protein_coding
ENSG00000263512.1	miRNA
ENSG00000261318.1	lncRNA
ENSG00000166938.13	protein_coding
ENSG00000260773.1	lncRNA
ENSG00000075131.10	protein_coding
ENSG00000252712.1	scaRNA
ENSG00000223271.1	misc_RNA
ENSG00000169032.9	protein_coding
ENSG00000261351.2	lncRNA
ENSG00000174446.13	protein_coding
ENSG00000266589.1	miRNA
ENSG00000174444.15	protein_coding
ENSG00000199574.1	snoRNA
ENSG00000280554.1	snoRNA
ENSG00000202529.1	snoRNA
ENSG00000199673.1	snoRNA
ENSG00000200623.1	snoRNA
ENSG00000174442.12	protein_coding
ENSG00000188501.11	protein_coding
ENSG00000259471.1	lncRNA
ENSG00000137834.15	protein_coding
ENSG00000274995.1	lncRNA
ENSG00000277152.1	lncRNA
ENSG00000259437.1	lncRNA
ENSG00000259289.2	lncRNA
ENSG00000259347.7	lncRNA
ENSG00000166949.16	protein_coding
ENSG00000259202.1	lncRNA
ENSG00000103591.12	protein_coding
ENSG00000103599.20	protein_coding
ENSG00000259673.6	lncRNA
ENSG00000189227.6	protein_coding
ENSG00000270964.1	lncRNA
ENSG00000137764.20	protein_coding
ENSG00000188779.11	protein_coding
ENSG00000259410.5	lncRNA
ENSG00000245719.1	lncRNA
ENSG00000206625.1	snRNA
ENSG00000033800.13	protein_coding
ENSG00000260007.3	protein_coding
ENSG00000129007.14	protein_coding
ENSG00000128973.13	protein_coding
ENSG00000260657.2	lncRNA
ENSG00000169018.6	protein_coding
ENSG00000137809.17	protein_coding
ENSG00000286770.1	lncRNA
ENSG00000103647.12	protein_coding
ENSG00000140350.15	protein_coding
ENSG00000265195.1	miRNA
ENSG00000258484.4	protein_coding
ENSG00000285919.1	lncRNA
ENSG00000137808.12	lncRNA
ENSG00000255346.10	protein_coding
ENSG00000288068.1	lncRNA
ENSG00000259265.1	lncRNA
ENSG00000212766.9	lncRNA
ENSG00000259222.2	lncRNA
ENSG00000138604.10	protein_coding
ENSG00000261634.4	lncRNA
ENSG00000259504.2	lncRNA
ENSG00000137819.13	protein_coding
ENSG00000259645.1	lncRNA
ENSG00000259426.6	lncRNA
ENSG00000207395.1	misc_RNA
ENSG00000137807.15	protein_coding
ENSG00000137818.12	protein_coding
