Gene ID	Gene Type
ENSG00000207119.2	snoRNA
ENSG00000259215.1	lncRNA
ENSG00000245750.9	lncRNA
ENSG00000259457.1	lncRNA
ENSG00000259309.2	lncRNA
ENSG00000140332.16	protein_coding
ENSG00000207965.1	miRNA
ENSG00000200216.2	snRNA
ENSG00000259252.1	lncRNA
ENSG00000259503.1	lncRNA
ENSG00000259473.1	lncRNA
ENSG00000287741.1	lncRNA
ENSG00000280639.1	lncRNA
ENSG00000281264.1	lncRNA
ENSG00000280515.1	lncRNA
ENSG00000137831.15	protein_coding
ENSG00000259532.1	lncRNA
ENSG00000274297.1	lncRNA
ENSG00000259624.1	lncRNA
ENSG00000166173.10	protein_coding
ENSG00000259744.1	lncRNA
ENSG00000137821.11	protein_coding
ENSG00000129028.9	protein_coding
ENSG00000187720.14	protein_coding
ENSG00000225362.9	protein_coding
ENSG00000259964.7	lncRNA
ENSG00000260586.2	lncRNA
ENSG00000278408.1	lncRNA
ENSG00000278570.4	protein_coding
ENSG00000260037.5	lncRNA
ENSG00000066933.16	protein_coding
ENSG00000261632.1	lncRNA
ENSG00000222094.1	snRNA
ENSG00000166192.15	protein_coding
ENSG00000260173.1	lncRNA
ENSG00000175318.12	protein_coding
ENSG00000067225.18	protein_coding
ENSG00000137817.17	protein_coding
ENSG00000273025.1	protein_coding
ENSG00000261460.1	lncRNA
ENSG00000140488.16	protein_coding
ENSG00000260729.1	protein_coding
ENSG00000213614.9	protein_coding
ENSG00000260339.1	lncRNA
ENSG00000187806.8	protein_coding
ENSG00000261423.1	lncRNA
ENSG00000261187.1	lncRNA
ENSG00000166233.15	protein_coding
ENSG00000283798.1	miRNA
ENSG00000260534.1	lncRNA
ENSG00000259783.6	lncRNA
ENSG00000260672.1	lncRNA
ENSG00000215186.6	protein_coding
ENSG00000274350.1	misc_RNA
ENSG00000175202.4	protein_coding
ENSG00000140463.14	protein_coding
ENSG00000159322.17	protein_coding
ENSG00000260898.6	lncRNA
ENSG00000285729.1	lncRNA
ENSG00000067141.17	protein_coding
ENSG00000259528.1	lncRNA
ENSG00000138622.4	protein_coding
ENSG00000259650.1	lncRNA
ENSG00000183324.11	protein_coding
ENSG00000156642.16	protein_coding
ENSG00000281183.1	lncRNA
ENSG00000103855.18	protein_coding
ENSG00000276807.1	lncRNA
ENSG00000205363.5	protein_coding
ENSG00000260469.3	lncRNA
ENSG00000260624.2	lncRNA
ENSG00000167139.9	protein_coding
ENSG00000261801.6	lncRNA
ENSG00000129038.16	protein_coding
ENSG00000067221.14	protein_coding
ENSG00000140464.19	protein_coding
ENSG00000287543.1	lncRNA
ENSG00000159289.6	protein_coding
ENSG00000278604.1	misc_RNA
ENSG00000167178.16	protein_coding
ENSG00000248540.3	lncRNA
ENSG00000261543.1	lncRNA
ENSG00000278348.1	misc_RNA
ENSG00000129009.13	protein_coding
ENSG00000137868.19	protein_coding
ENSG00000140481.15	protein_coding
ENSG00000280309.1	TEC
ENSG00000261384.1	lncRNA
ENSG00000277749.1	lncRNA
ENSG00000140459.18	protein_coding
ENSG00000261821.2	lncRNA
ENSG00000274937.1	lncRNA
ENSG00000277718.1	lncRNA
ENSG00000138623.10	protein_coding
ENSG00000277391.1	miRNA
ENSG00000286696.1	lncRNA
ENSG00000138629.16	protein_coding
ENSG00000247240.8	lncRNA
ENSG00000261775.1	lncRNA
ENSG00000212279.2	snoRNA
ENSG00000179361.17	protein_coding
ENSG00000179335.18	protein_coding
ENSG00000275527.1	lncRNA
ENSG00000260919.1	lncRNA
ENSG00000179151.13	protein_coding
ENSG00000140465.14	protein_coding
ENSG00000140505.7	protein_coding
ENSG00000103653.16	protein_coding
ENSG00000264386.1	miRNA
ENSG00000140506.16	protein_coding
ENSG00000261606.5	lncRNA
ENSG00000213578.6	protein_coding
ENSG00000140474.14	protein_coding
ENSG00000275411.1	miRNA
ENSG00000140497.16	protein_coding
ENSG00000178802.18	protein_coding
ENSG00000178761.15	protein_coding
ENSG00000178741.12	protein_coding
ENSG00000178718.6	protein_coding
ENSG00000198794.12	protein_coding
ENSG00000199580.1	misc_RNA
ENSG00000138621.12	protein_coding
ENSG00000203411.3	misc_RNA
ENSG00000252722.1	scaRNA
ENSG00000167173.19	protein_coding
ENSG00000261779.1	lncRNA
ENSG00000287926.1	lncRNA
ENSG00000167195.7	protein_coding
ENSG00000277295.1	misc_RNA
ENSG00000140478.15	protein_coding
ENSG00000275992.1	misc_RNA
ENSG00000140365.15	protein_coding
ENSG00000275645.1	lncRNA
ENSG00000140398.13	protein_coding
ENSG00000284343.1	miRNA
ENSG00000140400.17	protein_coding
ENSG00000260274.1	lncRNA
ENSG00000169375.15	protein_coding
ENSG00000276744.1	lncRNA
ENSG00000169410.9	protein_coding
ENSG00000260269.5	lncRNA
ENSG00000169371.13	protein_coding
ENSG00000260235.1	lncRNA
ENSG00000260206.1	lncRNA
ENSG00000177971.8	protein_coding
ENSG00000275454.1	lncRNA
ENSG00000274515.1	lncRNA
ENSG00000173548.8	protein_coding
ENSG00000173546.7	protein_coding
ENSG00000260892.1	lncRNA
ENSG00000203392.3	lncRNA
ENSG00000182950.3	protein_coding
ENSG00000246877.1	lncRNA
ENSG00000260288.4	lncRNA
ENSG00000261043.5	lncRNA
ENSG00000284385.1	miRNA
ENSG00000241807.3	misc_RNA
ENSG00000140367.11	protein_coding
ENSG00000266308.2	misc_RNA
ENSG00000167196.14	protein_coding
ENSG00000169752.17	protein_coding
ENSG00000169758.13	protein_coding
ENSG00000259422.1	lncRNA
ENSG00000140374.16	protein_coding
ENSG00000196274.5	misc_RNA
ENSG00000287503.1	lncRNA
ENSG00000159556.10	protein_coding
ENSG00000259514.1	lncRNA
ENSG00000270036.1	lncRNA
ENSG00000140386.13	protein_coding
ENSG00000266449.1	miRNA
ENSG00000201510.1	misc_RNA
ENSG00000117906.14	protein_coding
ENSG00000243365.3	misc_RNA
ENSG00000140368.12	protein_coding
ENSG00000140391.14	protein_coding
ENSG00000259652.1	lncRNA
ENSG00000278991.1	TEC
ENSG00000269951.1	lncRNA
ENSG00000173517.10	protein_coding
ENSG00000140382.15	protein_coding
ENSG00000279033.1	TEC
ENSG00000259362.2	lncRNA
ENSG00000259420.5	lncRNA
ENSG00000169783.12	protein_coding
ENSG00000259666.3	lncRNA
ENSG00000259281.1	lncRNA
ENSG00000280359.1	TEC
ENSG00000259213.1	lncRNA
ENSG00000261244.1	lncRNA
ENSG00000242066.3	misc_RNA
ENSG00000261403.1	lncRNA
ENSG00000167202.11	protein_coding
ENSG00000259792.1	lncRNA
ENSG00000183476.12	protein_coding
ENSG00000199633.1	snoRNA
ENSG00000136425.13	protein_coding
ENSG00000166411.14	protein_coding
ENSG00000260988.1	lncRNA
ENSG00000103740.10	protein_coding
ENSG00000259708.1	lncRNA
ENSG00000140403.12	protein_coding
ENSG00000140395.9	protein_coding
ENSG00000272418.1	lncRNA
ENSG00000259322.1	lncRNA
ENSG00000277482.1	lncRNA
ENSG00000279694.1	TEC
ENSG00000166426.8	protein_coding
ENSG00000136381.13	protein_coding
ENSG00000259474.1	lncRNA
ENSG00000188266.14	protein_coding
ENSG00000279373.1	TEC
ENSG00000041357.16	protein_coding
ENSG00000169684.13	protein_coding
ENSG00000261762.1	lncRNA
ENSG00000080644.16	protein_coding
ENSG00000279421.1	TEC
ENSG00000117971.12	protein_coding
ENSG00000259555.1	lncRNA
ENSG00000136378.15	protein_coding
ENSG00000185787.14	protein_coding
ENSG00000252061.1	snRNA
ENSG00000279235.1	TEC
ENSG00000103811.16	protein_coding
ENSG00000058335.15	protein_coding
ENSG00000177699.4	lncRNA
ENSG00000259234.6	lncRNA
ENSG00000207695.1	miRNA
ENSG00000235711.4	protein_coding
ENSG00000166557.13	protein_coding
ENSG00000287408.1	lncRNA
ENSG00000169330.8	protein_coding
ENSG00000252995.1	snRNA
ENSG00000259548.1	lncRNA
ENSG00000136371.10	protein_coding
ENSG00000261229.6	lncRNA
ENSG00000259332.3	protein_coding
ENSG00000279394.1	TEC
ENSG00000286813.1	lncRNA
ENSG00000180953.11	protein_coding
ENSG00000278600.1	lncRNA
ENSG00000259642.2	lncRNA
ENSG00000140379.8	protein_coding
ENSG00000279719.1	TEC
ENSG00000279705.1	TEC
ENSG00000275460.1	misc_RNA
ENSG00000086666.19	protein_coding
ENSG00000103876.12	protein_coding
ENSG00000259967.1	lncRNA
ENSG00000259417.3	protein_coding
ENSG00000259361.7	lncRNA
ENSG00000259495.3	lncRNA
ENSG00000172379.21	protein_coding
ENSG00000258010.4	lncRNA
ENSG00000287813.1	lncRNA
ENSG00000259175.1	lncRNA
ENSG00000270919.1	lncRNA
ENSG00000284059.1	miRNA
ENSG00000222139.1	snRNA
ENSG00000136379.12	protein_coding
ENSG00000271983.1	lncRNA
ENSG00000287108.1	lncRNA
ENSG00000103888.17	protein_coding
ENSG00000208003.1	miRNA
ENSG00000259546.1	lncRNA
ENSG00000259649.4	lncRNA
ENSG00000117899.11	protein_coding
ENSG00000260619.1	lncRNA
ENSG00000265855.1	miRNA
ENSG00000277782.1	lncRNA
ENSG00000140406.3	protein_coding
ENSG00000156206.14	protein_coding
ENSG00000279834.1	TEC
ENSG00000172349.17	protein_coding
ENSG00000271725.1	lncRNA
ENSG00000172345.14	protein_coding
ENSG00000286488.1	lncRNA
ENSG00000259343.7	lncRNA
ENSG00000188869.13	protein_coding
ENSG00000273920.1	lncRNA
ENSG00000275995.1	lncRNA
ENSG00000259543.1	lncRNA
ENSG00000259594.6	lncRNA
ENSG00000259692.6	lncRNA
ENSG00000183496.6	protein_coding
ENSG00000259518.2	lncRNA
ENSG00000287872.1	lncRNA
ENSG00000140598.15	protein_coding
ENSG00000212170.1	snRNA
ENSG00000285974.1	lncRNA
ENSG00000188659.9	protein_coding
ENSG00000278662.4	protein_coding
ENSG00000278202.1	lncRNA
ENSG00000197978.9	protein_coding
ENSG00000284803.1	lncRNA
ENSG00000182774.13	protein_coding
ENSG00000260836.2	protein_coding
ENSG00000278013.1	lncRNA
ENSG00000214575.9	protein_coding
ENSG00000259462.3	lncRNA
ENSG00000103723.14	protein_coding
ENSG00000279758.1	TEC
ENSG00000259442.1	lncRNA
ENSG00000286817.1	lncRNA
ENSG00000250988.7	lncRNA
ENSG00000252690.3	lncRNA
ENSG00000186628.12	protein_coding
ENSG00000277864.1	scaRNA
ENSG00000156232.7	protein_coding
ENSG00000103942.13	protein_coding
ENSG00000259805.1	lncRNA
ENSG00000169612.4	protein_coding
ENSG00000169609.14	protein_coding
ENSG00000260608.1	lncRNA
ENSG00000064726.9	protein_coding
ENSG00000273747.1	lncRNA
ENSG00000259767.1	lncRNA
ENSG00000260351.1	lncRNA
ENSG00000263643.1	miRNA
ENSG00000286872.1	lncRNA
ENSG00000136404.15	protein_coding
ENSG00000166503.9	protein_coding
ENSG00000260579.1	lncRNA
ENSG00000259986.1	lncRNA
ENSG00000169594.13	protein_coding
ENSG00000140600.17	protein_coding
ENSG00000156218.13	protein_coding
ENSG00000212374.1	snRNA
ENSG00000200444.1	snRNA
ENSG00000274128.1	lncRNA
ENSG00000280038.1	TEC
ENSG00000259694.1	lncRNA
ENSG00000259511.2	protein_coding
ENSG00000278422.1	misc_RNA
ENSG00000184206.11	protein_coding
ENSG00000244056.3	misc_RNA
ENSG00000259774.1	lncRNA
ENSG00000278785.1	misc_RNA
ENSG00000259551.1	lncRNA
ENSG00000259244.1	lncRNA
ENSG00000275120.3	lncRNA
ENSG00000176371.14	protein_coding
ENSG00000256278.1	lncRNA
ENSG00000276278.1	lncRNA
ENSG00000177082.12	protein_coding
ENSG00000277578.1	misc_RNA
ENSG00000197696.10	protein_coding
ENSG00000140612.14	protein_coding
ENSG00000259654.1	lncRNA
ENSG00000285667.1	lncRNA
ENSG00000166716.10	protein_coding
ENSG00000259415.1	lncRNA
ENSG00000136383.6	protein_coding
ENSG00000200991.1	snoRNA
ENSG00000156222.12	protein_coding
ENSG00000286505.1	lncRNA
ENSG00000207037.1	snRNA
ENSG00000212388.1	snRNA
ENSG00000073417.15	protein_coding
ENSG00000277582.1	misc_RNA
ENSG00000170776.21	protein_coding
ENSG00000284160.1	miRNA
ENSG00000251891.1	snRNA
ENSG00000259375.1	lncRNA
ENSG00000259367.1	lncRNA
ENSG00000259276.1	lncRNA
ENSG00000202081.1	snRNA
ENSG00000259453.1	lncRNA
ENSG00000259544.1	lncRNA
ENSG00000259407.1	lncRNA
ENSG00000259762.1	lncRNA
ENSG00000259416.2	lncRNA
ENSG00000183655.13	protein_coding
ENSG00000221634.1	miRNA
ENSG00000252931.1	snRNA
ENSG00000264406.1	miRNA
ENSG00000260477.8	lncRNA
ENSG00000273540.4	protein_coding
ENSG00000200206.1	snoRNA
ENSG00000260125.2	lncRNA
ENSG00000259734.1	lncRNA
ENSG00000259636.1	lncRNA
ENSG00000259620.1	lncRNA
ENSG00000259761.2	lncRNA
ENSG00000259560.2	lncRNA
ENSG00000207150.1	snRNA
ENSG00000259527.2	lncRNA
ENSG00000287391.1	lncRNA
ENSG00000140538.16	protein_coding
ENSG00000260305.1	lncRNA
ENSG00000259494.2	protein_coding
ENSG00000173867.10	protein_coding
ENSG00000181991.16	protein_coding
ENSG00000279945.1	TEC
ENSG00000140543.14	protein_coding
ENSG00000249487.7	lncRNA
ENSG00000221630.3	miRNA
ENSG00000207703.1	miRNA
ENSG00000283484.1	miRNA
ENSG00000181026.15	protein_coding
ENSG00000172183.15	protein_coding
ENSG00000259676.1	lncRNA
ENSG00000157766.16	protein_coding
ENSG00000140511.11	protein_coding
ENSG00000140545.15	protein_coding
ENSG00000260123.2	lncRNA
ENSG00000261407.2	lncRNA
ENSG00000140526.18	protein_coding
ENSG00000239151.1	snRNA
ENSG00000140522.12	protein_coding
ENSG00000140525.17	protein_coding
ENSG00000140521.14	protein_coding
ENSG00000275101.1	miRNA
ENSG00000261441.1	lncRNA
ENSG00000279708.1	TEC
ENSG00000287717.1	lncRNA
ENSG00000255571.9	lncRNA
ENSG00000284329.1	miRNA
ENSG00000140519.14	protein_coding
ENSG00000259218.6	lncRNA
ENSG00000261478.1	lncRNA
ENSG00000259713.1	lncRNA
ENSG00000140534.13	protein_coding
ENSG00000259615.1	lncRNA
ENSG00000166813.15	protein_coding
ENSG00000166819.12	protein_coding
ENSG00000166821.9	protein_coding
ENSG00000140527.15	protein_coding
ENSG00000259561.1	lncRNA
ENSG00000206590.1	snRNA
ENSG00000166823.5	protein_coding
ENSG00000188095.6	protein_coding
ENSG00000166825.14	protein_coding
ENSG00000157823.17	protein_coding
ENSG00000250021.7	protein_coding
ENSG00000264966.1	miRNA
ENSG00000264796.1	miRNA
ENSG00000212420.1	snRNA
ENSG00000242498.8	protein_coding
ENSG00000252645.1	snRNA
ENSG00000280377.1	TEC
ENSG00000140548.10	protein_coding
ENSG00000265871.1	miRNA
ENSG00000273691.1	lncRNA
ENSG00000259291.2	lncRNA
ENSG00000276376.1	snRNA
ENSG00000182054.9	protein_coding
ENSG00000259685.3	lncRNA
ENSG00000185033.14	protein_coding
ENSG00000240470.3	misc_RNA
ENSG00000185043.11	protein_coding
ENSG00000183208.12	protein_coding
ENSG00000284626.1	protein_coding
ENSG00000213471.10	protein_coding
ENSG00000261147.1	protein_coding
ENSG00000182768.8	protein_coding
ENSG00000275674.1	protein_coding
ENSG00000275345.1	lncRNA
ENSG00000275803.1	misc_RNA
ENSG00000279980.1	TEC
ENSG00000196391.10	protein_coding
ENSG00000140575.13	protein_coding
ENSG00000259177.1	lncRNA
ENSG00000140577.16	protein_coding
ENSG00000259212.1	lncRNA
ENSG00000259314.1	lncRNA
ENSG00000259736.1	lncRNA
ENSG00000285560.1	lncRNA
ENSG00000278370.1	lncRNA
ENSG00000245479.3	lncRNA
ENSG00000197299.12	protein_coding
ENSG00000200677.1	snoRNA
ENSG00000287061.1	lncRNA
ENSG00000259704.2	lncRNA
ENSG00000241869.3	misc_RNA
ENSG00000140564.12	protein_coding
ENSG00000182511.12	protein_coding
ENSG00000196547.15	protein_coding
ENSG00000259661.1	lncRNA
ENSG00000184508.11	protein_coding
ENSG00000140553.17	protein_coding
ENSG00000258384.1	lncRNA
ENSG00000166965.12	protein_coding
ENSG00000198901.14	protein_coding
ENSG00000284946.1	protein_coding
ENSG00000258725.2	lncRNA
ENSG00000200142.1	misc_RNA
ENSG00000184056.14	protein_coding
ENSG00000214432.9	lncRNA
ENSG00000278514.1	lncRNA
ENSG00000285661.1	lncRNA
ENSG00000185518.11	protein_coding
ENSG00000285883.1	lncRNA
ENSG00000258551.6	lncRNA
ENSG00000258954.1	lncRNA
ENSG00000258765.1	lncRNA
ENSG00000176463.14	protein_coding
ENSG00000260661.1	lncRNA
ENSG00000258761.1	lncRNA
ENSG00000140557.12	protein_coding
ENSG00000239197.1	snoRNA
ENSG00000259170.1	lncRNA
ENSG00000183643.4	lncRNA
ENSG00000258647.6	lncRNA
ENSG00000258676.5	lncRNA
ENSG00000260337.4	lncRNA
ENSG00000271763.1	lncRNA
ENSG00000185442.13	protein_coding
ENSG00000275965.1	lncRNA
ENSG00000272298.1	lncRNA
ENSG00000260361.1	lncRNA
ENSG00000258922.1	lncRNA
ENSG00000274215.1	lncRNA
ENSG00000272888.7	lncRNA
ENSG00000279765.3	protein_coding
ENSG00000173575.21	protein_coding
ENSG00000284324.1	miRNA
ENSG00000182175.14	protein_coding
ENSG00000285663.1	lncRNA
ENSG00000280076.1	TEC
ENSG00000257060.7	lncRNA
ENSG00000258888.1	lncRNA
ENSG00000258909.1	lncRNA
ENSG00000258631.3	lncRNA
ENSG00000258754.8	lncRNA
ENSG00000258476.6	lncRNA
ENSG00000259123.1	lncRNA
ENSG00000258831.1	lncRNA
ENSG00000258785.6	lncRNA
ENSG00000259724.2	lncRNA
ENSG00000140563.15	protein_coding
ENSG00000287950.1	lncRNA
ENSG00000285866.1	lncRNA
ENSG00000259331.1	lncRNA
ENSG00000286917.1	lncRNA
ENSG00000270017.1	lncRNA
ENSG00000258433.2	lncRNA
ENSG00000258773.2	lncRNA
ENSG00000248441.7	lncRNA
ENSG00000273923.1	lncRNA
ENSG00000280304.1	TEC
ENSG00000285700.1	lncRNA
ENSG00000259134.7	lncRNA
ENSG00000258489.4	lncRNA
ENSG00000275016.5	lncRNA
ENSG00000222076.1	snRNA
ENSG00000275443.2	lncRNA
ENSG00000259702.3	lncRNA
ENSG00000273771.1	lncRNA
ENSG00000247809.8	lncRNA
ENSG00000280048.1	TEC
ENSG00000277135.1	lncRNA
ENSG00000259359.2	lncRNA
ENSG00000278146.1	lncRNA
ENSG00000259763.2	lncRNA
ENSG00000279645.1	TEC
ENSG00000280291.1	TEC
ENSG00000185551.15	protein_coding
ENSG00000283888.1	miRNA
ENSG00000275322.1	lncRNA
ENSG00000259275.4	lncRNA
ENSG00000259542.5	lncRNA
ENSG00000259312.1	lncRNA
ENSG00000259534.1	lncRNA
ENSG00000222617.1	misc_RNA
ENSG00000274079.1	misc_RNA
ENSG00000259282.5	lncRNA
ENSG00000185594.6	protein_coding
ENSG00000223120.1	misc_RNA
ENSG00000259485.2	lncRNA
ENSG00000259403.2	lncRNA
ENSG00000259664.3	lncRNA
ENSG00000242863.3	misc_RNA
ENSG00000279091.1	TEC
ENSG00000259582.4	lncRNA
ENSG00000287267.1	lncRNA
ENSG00000287321.1	lncRNA
ENSG00000251209.9	lncRNA
ENSG00000259870.1	lncRNA
ENSG00000287000.1	lncRNA
ENSG00000140450.9	protein_coding
ENSG00000259478.2	lncRNA
ENSG00000258483.4	lncRNA
ENSG00000283372.1	snRNA
ENSG00000259199.2	lncRNA
ENSG00000222361.1	snRNA
ENSG00000259611.2	lncRNA
ENSG00000259320.2	lncRNA
ENSG00000259041.1	lncRNA
ENSG00000274312.1	lncRNA
ENSG00000277987.2	lncRNA
ENSG00000283597.2	protein_coding
ENSG00000259424.1	lncRNA
ENSG00000140443.15	protein_coding
ENSG00000278022.1	lncRNA
ENSG00000264480.1	miRNA
ENSG00000287191.1	lncRNA
ENSG00000259621.1	lncRNA
ENSG00000259475.1	lncRNA
ENSG00000183571.11	protein_coding
ENSG00000278090.3	lncRNA
ENSG00000182253.14	protein_coding
ENSG00000261054.1	lncRNA
ENSG00000103852.13	protein_coding
ENSG00000261616.1	lncRNA
ENSG00000259921.1	lncRNA
ENSG00000168904.15	protein_coding
ENSG00000259590.1	lncRNA
ENSG00000259760.1	lncRNA
ENSG00000274294.1	lncRNA
ENSG00000259341.2	lncRNA
ENSG00000286893.1	lncRNA
ENSG00000279846.1	TEC
ENSG00000068305.17	protein_coding
ENSG00000201724.1	misc_RNA
ENSG00000183060.15	protein_coding
ENSG00000241588.3	misc_RNA
ENSG00000259363.6	lncRNA
ENSG00000254744.3	lncRNA
ENSG00000140470.14	protein_coding
ENSG00000259219.1	lncRNA
ENSG00000259356.1	lncRNA
ENSG00000189419.8	lncRNA
ENSG00000259430.2	lncRNA
ENSG00000154227.13	protein_coding
ENSG00000270127.2	lncRNA
ENSG00000251819.1	snRNA
ENSG00000259540.1	lncRNA
ENSG00000140471.17	protein_coding
ENSG00000200095.1	snRNA
ENSG00000183475.12	protein_coding
ENSG00000212306.1	misc_RNA
ENSG00000259579.1	lncRNA
ENSG00000279588.2	TEC
ENSG00000232386.9	lncRNA
ENSG00000272808.4	lncRNA
ENSG00000259604.5	lncRNA
ENSG00000272639.1	lncRNA
ENSG00000184254.17	protein_coding
ENSG00000278456.1	lncRNA
ENSG00000259583.3	lncRNA
ENSG00000154237.13	protein_coding
ENSG00000259376.1	lncRNA
ENSG00000259755.1	lncRNA
ENSG00000287892.1	lncRNA
ENSG00000259365.1	lncRNA
ENSG00000259182.5	lncRNA
ENSG00000131873.7	protein_coding
ENSG00000131871.15	protein_coding
ENSG00000131876.17	protein_coding
ENSG00000259172.1	lncRNA
ENSG00000140479.17	protein_coding
ENSG00000279970.1	TEC
ENSG00000259764.1	lncRNA
ENSG00000274139.1	lncRNA
ENSG00000277210.3	lncRNA
ENSG00000282793.1	lncRNA
ENSG00000286733.1	lncRNA
ENSG00000184277.13	protein_coding
ENSG00000252614.1	snRNA
ENSG00000185418.16	protein_coding
ENSG00000240927.3	misc_RNA
ENSG00000184140.6	protein_coding
ENSG00000182854.8	protein_coding
ENSG00000177693.4	protein_coding
ENSG00000248893.3	lncRNA
ENSG00000259553.6	lncRNA
ENSG00000284557.1	miRNA
ENSG00000275449.1	miRNA
ENSG00000278739.1	miRNA
ENSG00000260803.1	lncRNA
ENSG00000231439.4	lncRNA
ENSG00000161980.5	protein_coding
ENSG00000161981.10	protein_coding
ENSG00000007384.15	protein_coding
ENSG00000278995.1	TEC
ENSG00000103152.11	protein_coding
ENSG00000103148.15	protein_coding
ENSG00000269482.1	lncRNA
ENSG00000228779.1	lncRNA
ENSG00000130656.5	protein_coding
ENSG00000206177.7	protein_coding
ENSG00000188536.13	protein_coding
ENSG00000206172.8	protein_coding
ENSG00000207243.1	misc_RNA
ENSG00000086506.3	protein_coding
ENSG00000268836.1	lncRNA
ENSG00000007392.16	protein_coding
ENSG00000167930.17	protein_coding
ENSG00000076344.16	protein_coding
ENSG00000286901.1	lncRNA
ENSG00000242173.10	protein_coding
ENSG00000185615.15	protein_coding
ENSG00000103126.15	protein_coding
ENSG00000086504.16	protein_coding
ENSG00000129925.11	protein_coding
ENSG00000103202.13	protein_coding
ENSG00000242612.7	protein_coding
ENSG00000276984.1	lncRNA
ENSG00000090565.16	protein_coding
ENSG00000201034.1	misc_RNA
ENSG00000277142.1	lncRNA
ENSG00000103326.12	protein_coding
ENSG00000266124.1	miRNA
ENSG00000266235.1	miRNA
ENSG00000261691.1	lncRNA
ENSG00000161992.6	protein_coding
ENSG00000007541.16	protein_coding
ENSG00000257108.2	protein_coding
ENSG00000282907.1	lncRNA
ENSG00000197562.10	protein_coding
ENSG00000127578.7	protein_coding
ENSG00000130731.16	protein_coding
ENSG00000172366.20	protein_coding
ENSG00000228201.1	lncRNA
ENSG00000161996.19	protein_coding
ENSG00000262528.2	lncRNA
ENSG00000140983.14	protein_coding
ENSG00000103269.13	protein_coding
ENSG00000260394.2	lncRNA
ENSG00000279441.1	TEC
ENSG00000103266.11	protein_coding
ENSG00000161999.12	protein_coding
ENSG00000127580.17	protein_coding
ENSG00000261659.2	lncRNA
ENSG00000127585.12	protein_coding
ENSG00000279255.1	TEC
ENSG00000259840.1	lncRNA
ENSG00000103260.9	protein_coding
ENSG00000103254.10	protein_coding
ENSG00000162004.17	protein_coding
ENSG00000103253.18	protein_coding
ENSG00000103245.14	protein_coding
ENSG00000102854.16	protein_coding
ENSG00000279136.1	TEC
ENSG00000162006.9	protein_coding
ENSG00000207579.1	miRNA
ENSG00000007376.8	protein_coding
ENSG00000127586.17	protein_coding
ENSG00000127588.5	protein_coding
ENSG00000287855.1	lncRNA
ENSG00000275438.1	lncRNA
ENSG00000103227.18	protein_coding
ENSG00000260022.1	lncRNA
ENSG00000260316.2	lncRNA
ENSG00000260439.1	lncRNA
ENSG00000276931.1	lncRNA
ENSG00000260807.7	lncRNA
ENSG00000005513.10	protein_coding
ENSG00000260496.3	lncRNA
ENSG00000261713.6	lncRNA
ENSG00000261720.1	lncRNA
ENSG00000162009.8	protein_coding
ENSG00000184471.7	protein_coding
ENSG00000260532.1	lncRNA
ENSG00000273551.1	lncRNA
ENSG00000196557.13	protein_coding
ENSG00000260403.1	lncRNA
ENSG00000259910.1	lncRNA
ENSG00000261294.1	lncRNA
ENSG00000116176.6	protein_coding
ENSG00000277010.1	lncRNA
